1072001	1089
2105009	1089
1065006	1089
2106001	1089
2008004	1089
2079003	1089
1020003	1089
2013007	1089
2079004	1089
1033002	1089
2013003	1089
1065001	1089
1071005	1089
2106003	1089
2019002	1089
1045001	1089
2092001	1089
2040004	1089
2105007	1089
1065002	1089
2107004	1089
1008003	1089
1066002	1089
2113001	1089
2046001	1089
1043004	1089
1051003	1089
2023002	1089
1027003	1089
1010005	1089
1049002	1089
1002004	1089
2070003	1089
2087002	1089
2045002	1089
2039001	1089
2086004	1089
1036001	1089
1042002	1089
1022002	1089
1019003	1089
1020001	1089
2066003	1089
2000003	1089
2105003	1089
1061002	1089
2036001	1089
2058008	1089
1012005	1089
2016004	1089
1012002	1089
1049001	1089
1026002	1089
2039007	1089
1020009	1089
1033003	1089
1012004	1089
2036003	1089
2102002	1089
2069001	1089
2106002	1089
1052003	1089
2023003	1089
1043005	1089
2008006	1089
1077002	1089
1054004	1089
1010001	1089
2045003	1089
1002001	1089
2088001	1089
1004005	1089
2086001	1089
2013008	1089
2112005	1089
1022003	1089
2028002	1089
1012007	1089
1037004	1089
2047001	1089
2048002	1089
2074002	1089
1037003	1089
1049003	1089
1045002	1089
2118015	1089
2085004	1089
1012009	1089
1037005	1089
1065004	1089
2058002	1089
1020010	1089
2008002	1089
2026005	1089
1071006	1089
2092003	1089
1052002	1089
1072005	1089
2047002	1089
2015005	1089
2074001	1089
2058007	1089
2008005	1089
1021003	1089
1065005	1089
1003003	1089
1058002	1089
2091005	1089
2113007	1089
1071003	1089
1030001	1089
1007006	1089
1002005	1089
1006001	1089
1051004	1089
2117005	1089
1003005	1089
1014004	1089
1072002	1089
2062004	1089
2028001	1089
1051010	1089
1063001	1089
1036003	1089
1051006	1089
1030004	1089
1042003	1089
2057003	1089
2012005	1089
2118002	1089
1060001	1089
1051001	1089
2055002	1089
1010003	1089
2098004	1089
1038003	1089
2058009	1089
1038001	1089
2091003	1089
2023001	1089
2026006	1089
1005001	1089
2073007	1089
2040006	1089
2000001	1089
1061003	1089
2009001	1089
1038002	1089
2118013	1089
2106008	1089
1039002	1089
1008002	1089
2006004	1089
1037006	1089
1026003	1089
2105008	1089
1012011	1089
2091004	1089
2048001	1089
2069003	1089
1014001	1089
2084003	1089
2055001	1089
2071003	1089
1043003	1089
2045010	1089
1062003	1089
2085005	1089
2085002	1089
1004003	1089
1035003	1089
2039005	1089
2043004	1089
2113004	1089
1012012	1089
1022004	1089
1003002	1089
2079002	1089
1019002	1089
1058004	1089
2035003	1089
2085001	1089
1051002	1089
1080003	1089
2035001	1089
2098002	1089
2006002	1089
2056005	1089
2073006	1089
1058005	1089
1027005	1089
2040001	1089
1027002	1089
2040003	1089
2115003	1089
2012004	1089
1066001	1089
1012010	1089
1077003	1089
2118009	1089
1051005	1089
1071001	1089
2045007	1089
2113008	1089
2028005	1089
2056002	1089
2073001	1089
1038005	1089
2045005	1089
1019007	1089
2070005	1089
2012002	1089
2012001	1089
1002003	1089
2117004	1089
1054002	1089
2084002	1089
2071004	1089
1039003	1089
1019004	1089
2084001	1089
1061004	1089
2107003	1089
2066005	1089
1075004	1089
2055004	1089
2112001	1089
1037002	1089
1030003	1089
2106006	1089
2066004	1089
1009003	1089
2098001	1089
2019003	1089
1025001	1089
1080002	1089
1005005	1089
1010004	1089
1008001	1089
1078002	1089
1080004	1089
2092002	1089
2113003	1089
2073004	1089
